mac,1,2,3,4,5,6,7,8,9,10,label,noise_label
2e:ad:62:53:35:66,-51.0,-50.0,-51.0,-51.0,-51.0,-37.0,-34.0,-54.0,-50.0,-45.0,BA,True
2e:ad:62:53:35:66,-55.0,-47.0,-44.0,-44.0,-46.0,-42.0,-34.0,-48.0,-52.0,-53.0,BA,True
2e:ad:62:53:35:66,-54.0,-52.0,-50.0,-50.0,-60.0,-49.0,-49.0,-41.0,-40.0,-40.0,BA,True
2e:ad:62:53:35:66,-57.0,-56.0,-51.0,-45.0,-43.0,-40.0,-41.0,-48.0,-57.0,-50.0,BA,True
2e:ad:62:53:35:66,-59.0,-52.0,-53.0,-58.0,-47.0,-53.0,-39.0,-33.0,-51.0,-55.0,BA,True
2e:ad:62:53:35:66,-61.0,-48.0,-54.0,-54.0,-48.0,-48.0,-41.0,-35.0,-43.0,-52.0,BA,True
2e:ad:62:53:35:66,-52.0,-54.0,-54.0,-47.0,-35.0,-33.0,-48.0,-53.0,-53.0,-42.0,BA,True
2e:ad:62:53:35:66,-53.0,-48.0,-48.0,-48.0,-44.0,-40.0,-37.0,-41.0,-49.0,-37.0,BA,True
2e:ad:62:53:35:66,-51.0,-57.0,-50.0,-39.0,-48.0,-42.0,-37.0,-48.0,-43.0,-49.0,BA,True
2e:ad:62:53:35:66,-63.0,-61.0,-51.0,-52.0,-44.0,-46.0,-46.0,-41.0,-38.0,-44.0,BA,True
2e:ad:62:53:35:66,-56.0,-51.0,-51.0,-57.0,-40.0,-41.0,-40.0,-50.0,-55.0,-51.0,BA,True
2e:ad:62:53:35:66,-56.0,-50.0,-52.0,-48.0,-47.0,-46.0,-39.0,-45.0,-52.0,-37.0,BA,True
2e:ad:62:53:35:66,-57.0,-56.0,-56.0,-42.0,-44.0,-36.0,-42.0,-53.0,-53.0,-52.0,BA,True
2e:ad:62:53:35:66,-56.0,-57.0,-47.0,-47.0,-60.0,-54.0,-49.0,-35.0,-42.0,-48.0,BA,True
2e:ad:62:53:35:66,-59.0,-60.0,-60.0,-56.0,-54.0,-53.0,-44.0,-41.0,-41.0,-52.0,BA,True
2e:ad:62:53:35:66,-62.5,-47.0,-36.0,-40.0,-35.0,-34.0,-38.0,-27.0,-27.0,-33.0,BA,True
2e:ad:62:53:35:66,-41.0,-40.0,-48.0,-37.0,-53.0,-44.0,-32.0,-38.0,-34.0,-34.0,BA,True
2e:ad:62:53:35:66,-51.0,-55.0,-54.0,-51.0,-44.0,-40.0,-40.0,-46.0,-54.0,-54.0,BA,True
2e:ad:62:53:35:66,-51.0,-58.0,-54.0,-58.0,-54.0,-46.0,-48.0,-44.0,-38.0,-47.0,BA,True
